Comarca,Garantía_juv,Servei_Ocu,Cod_com,Personas,Municipi,Any,Import
Baix Llobregat,N,FI45,11,1,Cornellà de Llobregat,'18,10302.6
Baix Llobregat,N,ARIF,11,125,Cornellà de Llobregat,'18,64850
Barcelonès,N,AODL,13,7,Badalona,'18,198869.1
Vallès Oriental,N,30P,41,1,"Garriga, la",'18,6120.9
Vallès Occidental,N,TRFO,40,7,Santa Perpètua de Mogoda,'18,89107.2
Barcelonès,N,IPIS,13,250,Santa Coloma de Gramenet,'18,120000
Vallès Occidental,N,TRFO,40,13,Ripollet,'18,167448.8
Barcelonès,N,UBIC,13,266,Barcelona,'18,486112.73000000004
Barcelonès,S,REFE,13,5,Barcelona,'18,160000
Vallès Oriental,N,IPIS,41,125,"Franqueses del Vallès, les",'18,60000
Vallès Occidental,N,30P,40,12,Sant Cugat del Vallès,'18,49373.41
Vallès Oriental,S,FEM,41,2,Cardedeu,'18,7582.63
Vallès Occidental,N,FOQ,40,45,Montcada i Reixac,'18,82480.5
Baix Llobregat,N,UBIC,11,30,"Prat de Llobregat, el",'18,56426.61
Vallès Occidental,N,AODL,40,2,Ripollet,'18,62752.08
Vallès Occidental,N,FPOT,40,674,Cerdanyola del Vallès,'18,181615.86
Vallès Occidental,N,ENFE,40,35,Terrassa,'18,980331.24
Vallès Oriental,N,30P,41,30,Granollers,'18,111335.19
Barcelonès,N,ACOL,13,12,Sant Adrià de Besòs,'18,230433.6
Baix Llobregat,N,IPIS,11,125,Sant Boi de Llobregat,'18,60000
Baix Llobregat,N,SAC,11,80,Viladecans,'18,40000
Baix Llobregat,S,REFE,11,3,Sant Feliu de Llobregat,'18,96000
Baix Llobregat,N,30P,11,25,Gavà,'18,106393.93999999999
Vallès Oriental,N,ARIF,41,125,Granollers,'18,64850
Baix Llobregat,N,IPIS,11,125,Esplugues de Llobregat,'18,60000
Baix Llobregat,N,COOR,11,1,Sant Feliu de Llobregat,'18,32528.960000000003
Vallès Oriental,N,30P,41,1,Santa Maria de Palautordera,'18,6120.9
Baix Llobregat,S,PSGJ,11,22,Martorell,'18,77655.56
Vallès Oriental,N,UBIC,41,59,Granollers,'18,107689.3
Baix Llobregat,N,FOQ,11,206,Cornellà de Llobregat,'18,664003.9
Baix Llobregat,S,FEM,11,21,Gavà,'18,68491.98
Barcelonès,N,COOR,13,3,Badalona,'18,97586.88
Barcelonès,N,FPOT,13,54969,Barcelona,'18,15167517.7
Baix Llobregat,N,PRMI,11,7,Olesa de Montserrat,'18,78139.6
Vallès Oriental,S,JENP,41,3,Cardedeu,'18,33000
Barcelonès,N,SAC,13,100,Sant Adrià de Besòs,'18,50000
Barcelonès,N,ACOL,13,43,Barcelona,'18,834521.6
Baix Llobregat,N,30P,11,7,Sant Feliu de Llobregat,'18,42684.5
Vallès Oriental,S,JENP,41,5,Mollet del Vallès,'18,55000
Vallès Oriental,S,FEM,41,14,Mollet del Vallès,'18,35663.04
Vallès Oriental,S,FEM,41,5,Granollers,'18,15755.42
Baix Llobregat,S,NOGJ,11,90,Sant Feliu de Llobregat,'18,884151.24
Barcelonès,N,DAM,13,45,Santa Coloma de Gramenet,'18,81144
Barcelonès,N,ACOL,13,3,Badalona,'18,57784.8
Vallès Occidental,S,PSGJ,40,40,Montcada i Reixac,'18,76728.5
Baix Llobregat,N,TB,11,264,Sant Feliu de Llobregat,'18,377855.13999999996
Barcelonès,N,CC,13,258,Barcelona,'18,824029.2
Baix Llobregat,N,SAC,11,26,Sant Andreu de la Barca,'18,13000
Vallès Occidental,N,CC,40,30,Cerdanyola del Vallès,'18,110394
Vallès Occidental,N,30P,40,2,Palau-solità i Plegamans,'18,7825.54
Barcelonès,S,JENP,13,16,Badalona,'18,176000
Vallès Occidental,N,FOQ,40,45,Sant Cugat del Vallès,'18,139852.5
Barcelonès,N,COOR,13,3,Santa Coloma de Gramenet,'18,97586.88
Vallès Occidental,S,JENP,40,5,Rubí,'18,55000
Vallès Occidental,N,FPOT,40,524,Barberà del Vallès,'18,99036.15000000001
Vallès Occidental,N,PRMI,40,14,Rubí,'18,156480.8
Vallès Oriental,N,30P,41,1,Montmeló,'18,3184.65
Barcelonès,N,SAC,13,1091,Barcelona,'18,551950
Vallès Oriental,N,AODL,41,1,"Franqueses del Vallès, les",'18,25695.460000000003
Vallès Oriental,N,IPIS,41,500,Granollers,'18,240000
Vallès Occidental,N,30P,40,65,Terrassa,'18,299072.85
Vallès Occidental,N,FOQ,40,45,Badia del Vallès,'18,165514.5
Vallès Occidental,N,FI45,40,5,Sabadell,'18,41454.24
Barcelonès,N,ARIF,13,500,Barcelona,'18,259400
Vallès Occidental,S,JENP,40,7,Ripollet,'18,77000
Vallès Oriental,N,TRFO,41,4,Lliçà d'Amunt,'18,48728.8
Baix Llobregat,N,30P,11,31,Viladecans,'18,153568.65
Barcelonès,S,TLN,13,113,Barcelona,'18,1070517
Baix Llobregat,N,30P,11,6,Gavà,'18,29900.35
Vallès Occidental,N,AODL,40,13,Terrassa,'18,407888.52
Vallès Occidental,N,REEM,40,11,Sant Cugat del Vallès,'18,2496.48
Vallès Occidental,S,JENP,40,20,Sabadell,'18,220000
Vallès Oriental,N,30P,41,1,Campins,'18,6097.01
Barcelonès,N,IPIS,13,500,Badalona,'18,240000
Barcelonès,N,APRE,13,66,Santa Coloma de Gramenet,'18,10597.6
Vallès Occidental,N,UBIC,40,25,Sant Cugat del Vallès,'18,46894.21
Baix Llobregat,N,AODL,11,3,Sant Vicenç dels Horts,'18,91618.8
Vallès Oriental,N,ENFE,41,11,Mollet del Vallès,'18,307757.67
Barcelonès,N,ENFE,13,29,Barcelona,'18,811361.13
Vallès Occidental,N,DONA,40,2,Badia del Vallès,'18,38758.4
Baix Llobregat,N,PRMI,11,19,Sant Boi de Llobregat,'18,299466.8
Vallès Occidental,N,30P,40,9,Sant Quirze del Vallès,'18,50238.380000000005
Vallès Oriental,N,30P,41,1,Parets del Vallès,'18,6093.83
Baix Llobregat,N,ACOL,11,3,Sant Joan Despí,'18,57608.4
Vallès Occidental,S,PSGJ,40,140,Sabadell,'18,622436.5
Vallès Oriental,N,ENFE,41,10,Granollers,'18,283600.57
Barcelonès,N,FPOT,13,1853,"Hospitalet de Llobregat, l'",'18,613303.03
Vallès Occidental,N,30P,40,100,Terrassa,'18,425575.75
Vallès Occidental,N,UBIC,40,62,Montcada i Reixac,'18,116077.75
Baix Llobregat,N,PRMI,11,5,Sant Andreu de la Barca,'18,49186
Vallès Oriental,N,TRFO,41,5,Montornès del Vallès,'18,71412.5
Vallès Occidental,N,CC,40,45,Sabadell,'18,192156
Vallès Occidental,N,TRFO,40,8,Castellar del Vallès,'18,88987.2
Barcelonès,N,FOQ,13,510,Santa Coloma de Gramenet,'18,1395034.8
Baix Llobregat,N,ENFE,11,11,Sant Boi de Llobregat,'18,307757.67
Vallès Occidental,S,FEM,40,5,Montcada i Reixac,'18,11675.4
Vallès Oriental,N,30P,41,12,Canovelles,'18,71643.51
Baix Llobregat,N,FPOS,11,635,Castelldefels,'18,123568.89
Vallès Oriental,S,FEM,41,1,Lliçà d'Amunt,'18,3184.2
Vallès Occidental,N,TB,40,121,Santa Perpètua de Mogoda,'18,526695.58
Baix Llobregat,N,SAC,11,78,Sant Vicenç dels Horts,'18,39000
Vallès Occidental,N,FI45,40,1,Sant Quirze del Vallès,'18,2575.65
Vallès Occidental,N,PRMI,40,7,Badia del Vallès,'18,84238.7
Vallès Occidental,N,TB,40,71,Rubí,'18,132947.34999999998
Baix Llobregat,N,TB,11,55,Martorell,'18,212666.2
Baix Llobregat,N,PRMI,11,5,Sant Joan Despí,'18,49186
Barcelonès,N,CIF,13,675,"Hospitalet de Llobregat, l'",'18,329237.39
Baix Llobregat,N,FOQ,11,384,Castelldefels,'18,1108483.35
Vallès Occidental,N,AMAP,40,15,Barberà del Vallès,'18,29181
Vallès Oriental,S,JENP,41,1,Figaró-Montmany,'18,11000
Baix Llobregat,N,CIF,11,180,Sant Feliu de Llobregat,'18,154758
Baix Llobregat,N,30P,11,1,"Papiol, el",'18,5732.37
Baix Llobregat,N,TRFO,11,6,Molins de Rei,'18,69661.4
Vallès Occidental,S,JENP,40,26,Terrassa,'18,286000
Vallès Oriental,S,JENP,41,3,"Franqueses del Vallès, les",'18,33000
Vallès Oriental,N,REEM,41,44,Granollers,'18,9985.92
Baix Llobregat,N,COOR,11,1,"Prat de Llobregat, el",'18,32528.960000000003
Barcelonès,N,FPOS,13,185,"Hospitalet de Llobregat, l'",'18,24193.280000000002
Vallès Occidental,N,UBIC,40,19,Barberà del Vallès,'18,35762.450000000004
Vallès Oriental,S,JENP,41,15,Granollers,'18,165000
Baix Llobregat,N,CIF,11,165,Sant Feliu de Llobregat,'18,343343.39
Barcelonès,N,IPIS,13,2250,Barcelona,'18,1080000
Vallès Oriental,N,SAC,41,56,Mollet del Vallès,'18,28000
Baix Llobregat,S,JENP,11,1,Cervelló,'18,11000
Vallès Occidental,N,SAC,40,96,Rubí,'18,48000
Vallès Occidental,N,ARIF,40,125,Cerdanyola del Vallès,'18,64850
Vallès Occidental,N,FOQ,40,705,Sabadell,'18,1629557.85
Vallès Occidental,N,30P,40,4,Vacarisses,'18,19535.97
Barcelonès,N,APRE,13,140,"Hospitalet de Llobregat, l'",'18,26494
Vallès Occidental,N,TRFO,40,12,Montcada i Reixac,'18,151304.4
Vallès Oriental,N,30P,41,2,Sant Celoni,'18,12235.43
Baix Llobregat,N,AODL,11,3,"Prat de Llobregat, el",'18,85476.08
Baix Llobregat,N,FOQ,11,127,Sant Boi de Llobregat,'18,333120.75
Baix Llobregat,S,FEM,11,8,Sant Feliu de Llobregat,'18,30863.5
Baix Llobregat,N,FPOS,11,820,Cornellà de Llobregat,'18,283380.33999999997
Vallès Oriental,N,TRFO,41,5,Parets del Vallès,'18,80792.5
Vallès Occidental,N,PRMI,40,23,Terrassa,'18,273031
Vallès Occidental,N,ENFE,40,15,Sant Cugat del Vallès,'18,459850.89
Vallès Oriental,N,TB,41,2,Martorelles,'18,33565.07
Baix Llobregat,N,TB,11,195,Sant Boi de Llobregat,'18,839064.62
Vallès Occidental,S,FEM,40,1,Polinyà,'18,3844.3900000000003
Baix Llobregat,N,IPIS,11,125,Martorell,'18,60000
Baix Llobregat,N,REEM,11,17,Sant Boi de Llobregat,'18,3744.72
Baix Llobregat,N,DONA,11,1,Sant Joan Despí,'18,19876
Barcelonès,N,CIF,13,225,Santa Coloma de Gramenet,'18,397438.28
Barcelonès,N,AODL,13,5,Barcelona,'18,156880.2
Vallès Occidental,N,TRFO,40,24,Sant Cugat del Vallès,'18,376447.2
Vallès Occidental,N,PRMI,40,5,Santa Perpètua de Mogoda,'18,49186
Baix Llobregat,N,CC,11,60,"Prat de Llobregat, el",'18,234666
Vallès Occidental,N,DONA,40,3,Montcada i Reixac,'18,58958.4
Vallès Occidental,N,AODL,40,1,Barberà del Vallès,'18,25250.57
Barcelonès,S,JENP,13,12,Santa Coloma de Gramenet,'18,132000
Baix Llobregat,N,UBIC,11,38,Gavà,'18,71524.85
Baix Llobregat,N,TB,11,90,Sant Vicenç dels Horts,'18,150777.7
Vallès Occidental,N,REEM,40,33,Sabadell,'18,7489.44
Vallès Occidental,S,TLN,40,41,Terrassa,'18,386055
Vallès Occidental,N,FPOS,40,1671,Terrassa,'18,495675.75
Vallès Occidental,S,FEM,40,18,Terrassa,'18,49813.6
Barcelonès,S,FEM,13,7,Santa Coloma de Gramenet,'18,25959.69
Baix Llobregat,N,REEM,11,17,Gavà,'18,3744.72
Vallès Occidental,N,TRFO,40,69,Sabadell,'18,876179.8
Vallès Occidental,N,COOR,40,3,Sabadell,'18,97586.88
Vallès Oriental,N,DONA,41,2,Parets del Vallès,'18,39752
Baix Llobregat,N,SAC,11,104,Martorell,'18,52000
Vallès Oriental,N,PRMI,41,38,Granollers,'18,424443.2
Baix Llobregat,S,JENP,11,12,Esplugues de Llobregat,'18,132000
Baix Llobregat,N,AODL,11,1,Martorell,'18,27434.4
Vallès Occidental,N,AODL,40,3,Sant Cugat del Vallès,'18,94128.12000000001
Vallès Occidental,N,ENFE,40,7,Ripollet,'18,195845.79
Vallès Occidental,N,30P,40,32,Sabadell,'18,134555.8
Baix Llobregat,S,REFE,11,1,"Prat de Llobregat, el",'18,32000
Vallès Oriental,N,30P,41,7,"Franqueses del Vallès, les",'18,38084.36
Baix Llobregat,N,TRFO,11,17,"Prat de Llobregat, el",'18,216767.6
Baix Llobregat,N,COOR,11,1,Gavà,'18,32528.960000000003
Vallès Occidental,N,30P,40,10,Barberà del Vallès,'18,39886.28
Baix Llobregat,N,UBIC,11,20,Sant Vicenç dels Horts,'18,36903.75
Baix Llobregat,N,PRMI,11,7,Viladecans,'18,78240.4
Vallès Oriental,N,TB,41,6,Sant Feliu de Codines,'18,33091.92
Vallès Occidental,N,30P,40,3,Ripollet,'18,13125.720000000001
Vallès Occidental,S,FEM,40,14,Sabadell,'18,38517.14
Vallès Occidental,S,JENP,40,1,Vacarisses,'18,11000
Vallès Occidental,N,FOQ,40,330,Cerdanyola del Vallès,'18,922585.8
Baix Llobregat,N,ENFE,11,7,Gavà,'18,129664.23999999999
Vallès Oriental,N,PRMI,41,8,Mollet del Vallès,'18,88077.6
Barcelonès,N,FOQ,13,60,Sant Adrià de Besòs,'18,87540
Baix Llobregat,S,JENP,11,1,Torrelles de Llobregat,'18,11000
Baix Llobregat,N,ARIF,11,125,Viladecans,'18,64850
Baix Llobregat,N,UBIC,11,104,Sant Feliu de Llobregat,'18,195987.24000000002
Vallès Occidental,N,AMAP,40,15,Terrassa,'18,25021.5
Vallès Occidental,N,PRMI,40,5,Castellar del Vallès,'18,51244
Vallès Oriental,S,FEM,41,1,Santa Maria de Palautordera,'18,3184.2
Vallès Occidental,N,CC,40,24,Terrassa,'18,130243.2
Baix Llobregat,N,30P,11,1,Sant Esteve Sesrovires,'18,5874.09
Baix Llobregat,N,TB,11,3,"Prat de Llobregat, el",'18,70181.73
Baix Llobregat,N,AODL,11,2,Esplugues de Llobregat,'18,58855.7
Vallès Occidental,N,REEM,40,17,Ripollet,'18,3744.72
Vallès Oriental,S,JENP,41,3,"Llagosta, la",'18,33000
Barcelonès,N,DONA,13,4,Sant Adrià de Besòs,'18,77718.4
Vallès Occidental,N,PRMI,40,5,Sant Cugat del Vallès,'18,49114
Vallès Occidental,N,ARIF,40,125,Montcada i Reixac,'18,64850
Vallès Oriental,N,30P,41,2,Martorelles,'18,11942.44
Baix Llobregat,N,AODL,11,1,Corbera de Llobregat,'18,31376.04
Vallès Occidental,N,AODL,40,11,Sabadell,'18,338406.06
Baix Llobregat,N,DONA,11,1,Esparreguera,'18,19202.8
Baix Llobregat,N,AMAP,11,90,Castelldefels,'18,140472
Baix Llobregat,N,AMAP,11,60,Gavà,'18,101670
Baix Llobregat,N,COOR,11,2,Sant Boi de Llobregat,'18,65057.92
Vallès Occidental,N,DONA,40,2,Castellar del Vallès,'18,38463.2
Barcelonès,N,CC,13,15,"Hospitalet de Llobregat, l'",'18,39480
Barcelonès,S,DPGJ,13,264,Barcelona,'18,60562
Barcelonès,N,AMAP,13,195,Barcelona,'18,303066
Baix Llobregat,N,TB,11,26,Castelldefels,'18,364197.24
Vallès Occidental,N,APRE,40,58,Sabadell,'18,10597.55
Baix Llobregat,S,JENP,11,5,Gavà,'18,55000
Vallès Oriental,S,PSGJ,41,80,Sant Fost de Campsentelles,'18,318218
Baix Llobregat,S,PSGJ,11,28,Sant Joan Despí,'18,125980.56
Barcelonès,N,FOQ,13,1215,"Hospitalet de Llobregat, l'",'18,3225034.5
Barcelonès,N,UBIC,13,135,Santa Coloma de Gramenet,'18,249893.84
Baix Llobregat,N,TRFO,11,12,Esplugues de Llobregat,'18,147601.2
Baix Llobregat,N,ACOL,11,3,"Prat de Llobregat, el",'18,57651.6
Barcelonès,S,NOGJ,13,270,Barcelona,'18,2615074.9099999997
Baix Llobregat,N,30P,11,5,Esplugues de Llobregat,'18,27387.99
Baix Llobregat,N,UBIC,11,75,Sant Boi de Llobregat,'18,139918.08
Baix Llobregat,N,AODL,11,3,Castelldefels,'18,94128.12000000001
Vallès Occidental,N,COOR,40,1,Barberà del Vallès,'18,32528.960000000003
Baix Llobregat,N,TRFO,11,15,Castelldefels,'18,200992
Vallès Oriental,N,FOQ,41,586,Granollers,'18,1381833.1500000001
Baix Llobregat,N,DONA,11,5,Viladecans,'18,97148
Vallès Oriental,N,30P,41,2,Caldes de Montbui,'18,9256.19
Vallès Oriental,N,DONA,41,1,"Franqueses del Vallès, les",'18,19450.3
Vallès Occidental,N,PRMI,40,9,Ripollet,'18,99394.4
Vallès Oriental,N,AMAP,41,255,Granollers,'18,402741
Barcelonès,N,30P,13,40,Badalona,'18,170230.3
Baix Llobregat,S,PSGJ,11,222,Cornellà de Llobregat,'18,1072184.56
Vallès Occidental,N,TRFO,40,6,Badia del Vallès,'18,69375.2
Baix Llobregat,N,30P,11,2,Pallejà,'18,12165.359999999999
Vallès Occidental,N,PRMI,40,8,Cerdanyola del Vallès,'18,93167.2
Vallès Occidental,N,COOR,40,4,Terrassa,'18,130115.84
Vallès Occidental,N,ENFE,40,22,Sabadell,'18,529715.49
Barcelonès,N,DAM,13,30,"Hospitalet de Llobregat, l'",'18,76725
Barcelonès,N,FI45,13,2,Badalona,'18,20605.2
Vallès Occidental,N,APRE,40,33,Terrassa,'18,5299
Vallès Occidental,N,ACOL,40,3,Sabadell,'18,57651.6
Vallès Occidental,N,FPOS,40,1094,Cerdanyola del Vallès,'18,374625.3
Vallès Occidental,N,FOQ,40,90,Santa Perpètua de Mogoda,'18,266035.5
Vallès Occidental,S,REFE,40,2,Sabadell,'18,64000
Baix Llobregat,N,DONA,11,4,Castelldefels,'18,76868.8
Barcelonès,S,FEM,13,59,Barcelona,'18,201108.65
Vallès Oriental,N,TB,41,223,Mollet del Vallès,'18,371224.35
Vallès Oriental,N,DONA,41,1,"Llagosta, la",'18,19910.5
Baix Llobregat,N,DONA,11,1,Molins de Rei,'18,19426.9
Barcelonès,N,TB,13,1085,Santa Coloma de Gramenet,'18,2462823.36
Barcelonès,S,JENP,13,21,"Hospitalet de Llobregat, l'",'18,231000
Vallès Occidental,N,AODL,40,4,Santa Perpètua de Mogoda,'18,125504.16
Baix Llobregat,N,IPIS,11,125,"Prat de Llobregat, el",'18,60000
Vallès Occidental,N,TB,40,796,Sabadell,'18,2096810.96
Vallès Occidental,N,CCFI,40,25,Sant Cugat del Vallès,'18,78571.5
Barcelonès,S,PSGJ,13,204,"Hospitalet de Llobregat, l'",'18,778234.2
Baix Llobregat,S,PSGJ,11,426,"Prat de Llobregat, el",'18,1773378.6700000002
Vallès Oriental,N,AODL,41,1,Granollers,'18,31376.04
Barcelonès,N,CC,13,60,Badalona,'18,143724
Barcelonès,N,CCFI,13,45,Barcelona,'18,172585.5
Vallès Occidental,N,30P,40,12,Castellar del Vallès,'18,46708.2
Vallès Occidental,N,TRFO,40,27,Rubí,'18,340644.4
Baix Llobregat,N,AUTO,11,213,Martorell,'18,399000
Vallès Occidental,N,DONA,40,3,Ripollet,'18,58034.4
Vallès Oriental,N,30P,41,45,Mollet del Vallès,'18,191509.08
Barcelonès,N,TRFO,13,81,Badalona,'18,1059631.5
Vallès Occidental,N,APRE,40,33,Ripollet,'18,5299
Vallès Oriental,N,TRFO,41,50,Granollers,'18,667990
Vallès Occidental,N,AMAP,40,45,Cerdanyola del Vallès,'18,84712.5
Barcelonès,N,ARIF,13,125,Badalona,'18,64850
Vallès Oriental,S,FEM,41,3,Montmeló,'18,10307.25
Baix Llobregat,N,FPOT,11,1136,"Prat de Llobregat, el",'18,208329.46
Baix Llobregat,N,30P,11,1,Santa Coloma de Cervelló,'18,6162.3
Vallès Occidental,N,IPIS,40,625,Terrassa,'18,300000
Vallès Occidental,S,FEM,40,1,Sentmenat,'18,2122.8
Baix Llobregat,N,FPOT,11,155,Cornellà de Llobregat,'18,23488.19
Vallès Occidental,N,CIF,40,192,Sabadell,'18,326208.79000000004
Vallès Occidental,N,UBIC,40,25,Ripollet,'18,46894.21
Baix Llobregat,S,JENP,11,7,Castelldefels,'18,77000
Vallès Oriental,N,REEM,41,11,Mollet del Vallès,'18,2496.48
Baix Llobregat,S,JENP,11,1,Corbera de Llobregat,'18,11000
Baix Llobregat,N,ARIF,11,125,"Prat de Llobregat, el",'18,64850
Barcelonès,N,TRFO,13,148,Barcelona,'18,1956754.6
Baix Llobregat,S,JENP,11,5,Martorell,'18,55000
Vallès Oriental,N,FPOS,41,1075,Granollers,'18,204099.55
Barcelonès,N,IPIS,13,500,"Hospitalet de Llobregat, l'",'18,240000
Vallès Occidental,N,SAC,40,330,Sabadell,'18,165000
Vallès Occidental,N,30P,40,3,Sentmenat,'18,11981.720000000001
Vallès Occidental,N,AMAP,40,15,Barberà del Vallès,'18,29181
Vallès Oriental,N,AODL,41,2,Granollers,'18,62752.08
Barcelonès,N,30P,13,60,"Hospitalet de Llobregat, l'",'18,255345.44999999998
Barcelonès,S,REFE,13,1,Santa Coloma de Gramenet,'18,32000
Baix Llobregat,N,FPOT,11,459,Castelldefels,'18,71244.37000000001
Baix Llobregat,N,FOQ,11,120,Molins de Rei,'18,230850.75
Vallès Oriental,S,DPGJ,41,176,Mollet del Vallès,'18,77835.5
Baix Llobregat,S,JENP,11,5,Viladecans,'18,55000
Vallès Occidental,N,ARIF,40,125,Sabadell,'18,64850
Baix Llobregat,N,TRFO,11,9,Olesa de Montserrat,'18,111215.2
Baix Llobregat,N,ENFE,11,11,Viladecans,'18,307757.67
Baix Llobregat,N,DAM,11,60,"Prat de Llobregat, el",'18,78084
Baix Llobregat,N,TB,11,38,Viladecans,'18,606671.7899999999
Barcelonès,N,REEM,13,5,Sant Adrià de Besòs,'18,1248.24
Vallès Occidental,N,IPIS,40,125,Montcada i Reixac,'18,60000
Vallès Occidental,N,ACOL,40,1,Sant Cugat del Vallès,'18,19880
Vallès Oriental,S,PSGJ,41,60,"Garriga, la",'18,283647.75
Vallès Occidental,N,FI45,40,1,Montcada i Reixac,'18,5151.3
Barcelonès,N,AODL,13,10,"Hospitalet de Llobregat, l'",'18,286003.2
Vallès Oriental,N,FOQ,41,12,Sant Fost de Campsentelles,'18,32121.6
Vallès Occidental,N,FOQ,40,906,Terrassa,'18,2081921.12
Baix Llobregat,N,AODL,11,1,Sant Boi de Llobregat,'18,29486.73
Vallès Oriental,N,AODL,41,2,Cardedeu,'18,54021.57
Vallès Occidental,N,UBIC,40,60,Rubí,'18,112975.77
Vallès Occidental,N,REEM,40,33,Terrassa,'18,7489.44
Baix Llobregat,S,PSGJ,11,40,Sant Andreu de la Barca,'18,120540
Vallès Occidental,N,FPOT,40,1869,Terrassa,'18,548400.8
Baix Llobregat,N,FOQ,11,30,Abrera,'18,113710.5
Vallès Occidental,N,REEM,40,17,Cerdanyola del Vallès,'18,3744.72
Vallès Oriental,N,30P,41,3,Vilanova del Vallès,'18,16244.9
Barcelonès,N,TRFO,13,15,Sant Adrià de Besòs,'18,187880
Baix Llobregat,N,TRFO,11,24,Sant Boi de Llobregat,'18,306850.4
Vallès Oriental,N,30P,41,2,Llinars del Vallès,'18,9324.66
Baix Llobregat,N,FOQ,11,210,Martorell,'18,363426
Baix Llobregat,N,PRMI,11,5,Esplugues de Llobregat,'18,49114
Barcelonès,N,SAC,13,206,Santa Coloma de Gramenet,'18,110980
Vallès Occidental,N,SAC,40,48,Cerdanyola del Vallès,'18,24000
Vallès Occidental,N,TB,40,3,Montcada i Reixac,'18,42291.99
Baix Llobregat,N,DONA,11,2,Sant Andreu de la Barca,'18,38646.8
Barcelonès,S,FEM,13,10,Badalona,'18,29156.64
Vallès Occidental,N,IPIS,40,375,Rubí,'18,180000
Vallès Occidental,N,PRMI,40,37,Sabadell,'18,420256.4
Vallès Occidental,N,30P,40,4,Polinyà,'18,24322.760000000002
Vallès Occidental,S,JENP,40,7,Badia del Vallès,'18,77000
Vallès Oriental,N,COOR,41,4,Granollers,'18,130115.84
Vallès Occidental,N,FOQ,40,90,Barberà del Vallès,'18,174870
Baix Llobregat,S,FEM,11,1,Santa Coloma de Cervelló,'18,3714.9
Vallès Oriental,N,DONA,41,1,Montornès del Vallès,'18,19910.5
Vallès Oriental,N,FOQ,41,45,Montornès del Vallès,'18,58948.5
Vallès Occidental,N,SAC,40,354,Terrassa,'18,177000
Vallès Occidental,N,DAM,40,15,Terrassa,'18,43695
Baix Llobregat,S,PSGJ,11,22,Viladecans,'18,77655.56
Baix Llobregat,N,PRMI,11,2,Molins de Rei,'18,20093.8
Baix Llobregat,N,PRMI,11,7,Gavà,'18,78240.4
Baix Llobregat,N,PRMI,11,8,"Prat de Llobregat, el",'18,97457.6
Vallès Occidental,N,CC,40,75,Sant Cugat del Vallès,'18,208734
Vallès Occidental,S,JENP,40,3,Sant Quirze del Vallès,'18,33000
Baix Llobregat,S,FEM,11,11,Sant Boi de Llobregat,'18,38286.82
Barcelonès,S,PSGJ,13,52,Santa Coloma de Gramenet,'18,580962.8
Vallès Occidental,N,PIN,40,15,Terrassa,'18,201004.81
Vallès Occidental,S,FEM,40,3,Sant Cugat del Vallès,'18,11516.18
Baix Llobregat,N,DAM,11,45,"Prat de Llobregat, el",'18,66150
Barcelonès,N,REEM,13,33,"Hospitalet de Llobregat, l'",'18,7489.44
Baix Llobregat,S,PSGJ,11,62,Sant Feliu de Llobregat,'18,283895.56
Vallès Occidental,N,COOR,40,1,Montcada i Reixac,'18,32528.960000000003
Barcelonès,N,FPOS,13,142,Badalona,'18,25976.420000000002
Vallès Oriental,S,JENP,41,1,Santa Eulàlia de Ronçana,'18,11000
Baix Llobregat,S,JENP,11,8,Cornellà de Llobregat,'18,88000
Barcelonès,N,30P,13,19,Santa Coloma de Gramenet,'18,95964.07
Vallès Oriental,S,FEM,41,3,Sant Fost de Campsentelles,'18,9658.03
Vallès Occidental,S,FEM,40,2,Santa Perpètua de Mogoda,'18,7668.6
Vallès Occidental,S,JENP,40,5,Barberà del Vallès,'18,55000
Vallès Oriental,S,JENP,41,3,Canovelles,'18,33000
Vallès Occidental,N,30P,40,35,Rubí,'18,148951.51
Baix Llobregat,N,PRMI,11,5,Sant Vicenç dels Horts,'18,49186
Baix Llobregat,N,30P,11,27,Cornellà de Llobregat,'18,142432.18
Vallès Oriental,N,APRE,41,82,Mollet del Vallès,'18,15896
Vallès Oriental,N,DONA,41,1,Cardedeu,'18,19876
Vallès Oriental,S,FEM,41,1,Canovelles,'18,3749.92
Barcelonès,N,CIF,13,210,Santa Coloma de Gramenet,'18,186677.93
Vallès Oriental,N,CCFI,41,10,Cardedeu,'18,48600
Baix Llobregat,N,30P,11,32,"Prat de Llobregat, el",'18,136184.24000000002
Barcelonès,N,30P,13,4,Sant Adrià de Besòs,'18,16699.07
Vallès Oriental,N,TRFO,41,19,Mollet del Vallès,'18,233806.8
Vallès Occidental,S,PSGJ,40,40,Badia del Vallès,'18,31377.35
Baix Llobregat,N,DONA,11,5,Cornellà de Llobregat,'18,98264
Baix Llobregat,N,TRFO,11,26,Cornellà de Llobregat,'18,342132.8
Baix Llobregat,S,JENP,11,3,Molins de Rei,'18,33000
Baix Llobregat,N,FOQ,11,139,Viladecans,'18,263645.18
Vallès Oriental,N,FOQ,41,328,Mollet del Vallès,'18,738316.9
Baix Llobregat,S,JENP,11,5,Olesa de Montserrat,'18,55000
Vallès Occidental,N,REEM,40,11,Barberà del Vallès,'18,2496.48
Barcelonès,N,DAM,13,45,Barcelona,'18,48195
Baix Llobregat,N,REEM,11,17,Sant Feliu de Llobregat,'18,3744.72
Vallès Occidental,N,30P,40,1,Santa Perpètua de Mogoda,'18,6011.03
